Unfairness weight,Local cost weight,Global cost weight
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4
0.1,0.5,0.4

